query,_id,total_purchases,add_to_cart_count,total_click_count,one_day_revenue,three_day_revenue,five_day_revenue
dress red sleeve cap,91386750_0,35,64,123,0.0,461.13,849.45
dress red sleeve drawstring,91320332_0,12,24,121,119.98,171.4,205.68
dress red sleeve lace,90962518_0,16,20,52,48.6,210.6,259.2
dress red sleeve ponte,91268129_0,11,81,107,185.24,185.24,185.24
dress red sleeveless,91236970_0,14,54,126,185.46,185.46,236.04
dress red sleeveless solid,91279675_0,33,34,76,642.87,642.87,785.73
dress red slit,91347182_0,23,73,74,208.35,532.45,532.45
dress red solid cutout,91416185_0,19,100,188,40.58,365.22,385.51
dress red spaghetti strap,89874569_0,48,139,162,961.44,961.44,961.44
dress red star merino,91415138_0,23,47,147,225.24,225.24,431.71
dress red strapless,89099853_0,94,163,250,1569.92,1864.28,2305.82
dress red strapless lace,89249926_0,16,29,114,326.08,326.08,326.08
dress red stripe column,91381194_0,64,73,158,1243.8,1243.8,1326.72
dress red striped knit,88066731_0,11,21,147,31.82,31.82,175.01
dress red striped maxi,89239064_0,16,27,54,387.68,387.68,387.68
dress red striped sheath,89830026_0,15,28,77,236.4,236.4,295.5
dress red sweater a-line,91415149_0,23,82,182,121.84,350.29,350.29
dress red t-shirt,88719156_0,43,48,142,677.82,677.82,747.34
dress red terry,88196639_0,82,129,335,1149.6,1221.45,1963.9
dress red tilly strappy,89627221_0,40,110,134,935.6,935.6,935.6
dress red tunic women's,61511041_0,43,77,174,587.34,647.58,647.58
dress red twill cocktail,89793859_0,20,111,155,153.58,153.58,438.8
dress red v-neck floral,91417971_0,5,23,90,0.0,111.85,111.85
dress red v-neck pocket,91330211_0,17,170,196,236.04,236.04,286.62
dress red vanessa,89528346_0,68,141,256,496.93,577.08,1090.04
dress red waist pleated,91418042_0,22,22,135,341.25,341.25,357.5
dress red wire midi,91420797_0,63,137,271,678.59,766.15,1379.07
dress red women's,88848690_0,68,108,158,582.38,582.38,1070.32
dress red women's,91432235_0,58,84,104,1015.0,1015.0,1015.0
dress red women's harold,91287307_0,18,40,166,308.0,346.5,346.5
dress red wrap,91430425_0,62,113,208,712.47,971.55,1338.58
dress red wrap faux,90537294_0,10,40,122,246.2,246.2,246.2
dress regular petite ruffled,91334333_0,9,87,185,127.62,191.43,191.43
dress resort green maxi,36784190_0,8,35,80,97.08,194.16,194.16
dress retro chiffon green,89490146_0,53,88,133,844.36,1017.07,1017.07
dress retro love suede,91333652_0,32,72,127,171.71,499.52,499.52
dress reversible black,91427440_0,24,109,123,543.84,543.84,543.84
dress reversible multicolor grace,90173434_0,21,41,71,387.03,387.03,387.03
dress reversible sheath red,91315854_0,23,41,84,98.28,319.41,565.11
dress revolve low back,39255348_0,10,51,57,242.5,242.5,242.5
dress revolve purple fit,82480168_0,29,44,111,0.0,143.36,519.68
dress revolve x black,90474947_0,74,157,171,1521.95,1521.95,1846.3
dress revolve x strapless,63862234_0,14,38,140,98.95,98.95,277.06
dress rhinestone cocktail black,90926913_0,16,96,187,281.04,374.72,374.72
dress ria gray rayon,91341047_0,28,31,199,149.24,596.96,596.96
dress rib black,91230984_0,17,56,88,41.44,352.24,352.24
dress rib black tank,89735395_0,25,91,137,122.56,122.56,383.0
dress rib blue parker,91378455_0,8,84,106,57.99,135.31,154.64
dress rib gray melange,89857584_0,24,48,149,285.48,285.48,570.96
dress rib knit multicolor,91227988_0,24,52,129,209.5,209.5,502.8
dress rib knit multicolor,91324512_0,44,99,103,340.78,681.56,681.56
dress rib midi black,79403424_1,82,81,162,1175.66,1175.66,1662.14
dress rib multicolor graphic,91364523_0,46,61,99,759.15,759.15,776.02
dress rib multicolor knit,91227988_0,35,52,161,628.5,628.5,733.25
dress rib multicolor knit,91324512_0,8,20,112,123.92,123.92,123.92
dress rib multicolor knit,91359426_0,4,37,107,85.32,85.32,85.32
dress rib sleeveless neck,91273343_0,79,60,81,664.7,664.7,1544.45
dress rib tank racer,71421738_0,13,103,122,90.42,90.42,195.91
dress rib-knit black,90651630_0,55,51,95,590.44,590.44,1119.8
dress ribbed black,89062883_0,76,120,174,100.74,721.97,1276.04
dress ribbed black off-the-shoulder,89853165_0,13,74,118,67.14,67.14,290.94
dress ribbed black shell,89736795_0,28,61,95,677.6,677.6,677.6
dress ribbed blue,91357034_0,16,26,89,171.52,171.52,343.04
dress ribbed blue off-the-shoulder,89442838_0,61,114,125,1459.12,1459.12,1459.12
dress ribbed cream multicolor,91369893_0,11,39,78,60.75,222.75,222.75
dress ribbed first orange,91341009_0,38,62,84,48.12,609.52,609.52
dress ribbed multicolor cashmere,91337351_0,11,20,63,233.09,233.09,233.09
dress ribbed multicolor maxi,91287399_0,32,109,128,80.76,646.08,646.08
dress ribbed neck red,90887965_0,227,135,174,2162.16,2162.16,4544.54
dress ribbed red neck,89626717_1,31,44,146,329.58,329.58,567.61
dress ribbed ruby bodycon,89664066_0,32,49,91,293.64,293.64,783.04
dress ribbed stretch-jersey blue,91263858_0,31,56,184,627.75,627.75,627.75
dress ribbed stretch-knit multicolor,90706273_0,83,132,260,413.4,1208.4,1319.7
dress ribbed-knit gray midi,90636084_0,26,108,166,48.68,48.68,632.84
dress ribbed-knit midi gray,90636084_0,29,58,59,486.8,486.8,705.86
dress rise all multicolor,90699210_0,32,53,138,646.08,646.08,646.08
dress rise midi dawn,69833126_0,30,36,127,407.88,556.2,556.2
dress rise mini pink,91107364_0,35,85,153,246.08,538.3,538.3
dress rise multicolor maxi,91103407_0,14,54,66,34.82,34.82,243.74
dress rise pink mini,91107364_0,8,33,199,123.04,123.04,123.04
dress rita gray,91103017_0,25,102,154,426.42,463.5,463.5
dress robe red,91434148_0,29,56,116,396.91,396.91,605.81
dress roll black neck,90748176_0,45,62,173,114.31,114.31,734.85
dress romy black,87943817_0,49,166,274,255.52,782.53,782.53
dress romy black,89583158_0,38,88,163,157.68,665.76,665.76
dress romy drop waist,91373704_0,37,130,151,375.27,661.19,661.19
dress romy waist drop,91373704_0,49,83,84,875.63,875.63,875.63
dress romy yellow popover,89226249_0,85,168,221,1068.1,1650.7,1650.7
dress rope belt high-low,91042492_0,11,102,166,151.84,151.84,208.78
dress rope black evening,90319246_0,8,40,119,138.56,138.56,138.56
dress rope blue tight,90114905_0,68,90,114,1082.22,1082.22,1442.96
dress rose multicolor,90984523_0,160,174,200,1055.6,1055.6,2912.0
dress rose purple evening,90879157_0,21,35,153,221.4,464.94,464.94
dress rose red,79221756_0,36,53,90,103.14,618.84,618.84
dress rose silk bandage,91302137_0,22,66,119,398.88,498.6,548.46
dress rose silk blue,91309740_0,75,93,158,1124.01,1124.01,1221.75
dress rose white lola,91249858_0,34,45,179,626.67,626.67,789.14
dress rosette black plus,91394745_0,16,70,181,299.2,299.2,299.2
dress roza white border,91377712_0,23,60,87,135.36,270.72,389.16
dress ruby ribbed petite,89641756_0,96,156,157,162.05,2222.4,2222.4
dress ruched bandeau bodice,90695820_0,20,48,89,258.36,430.6,430.6
dress ruched black sheath,91256031_0,4,49,168,90.0,90.0,90.0
dress ruched blue midi,90369565_0,53,64,70,520.84,520.84,951.88
dress ruched blue sheath,90046052_0,10,25,161,158.3,158.3,158.3
dress ruched blue short-sleeve,91258094_0,16,39,113,38.4,134.4,307.2
dress ruched blue sleeveless,91029250_0,9,23,50,186.96,186.96,210.33
dress ruched cocktail black,47754127_0,20,29,58,78.36,293.85,391.8
dress ruched drop blue,91334869_0,20,27,58,170.88,427.2,427.2
dress ruched high-low black,90582581_0,46,95,153,995.48,1116.88,1116.88
dress ruched midi blue,91285101_0,40,114,184,216.58,666.4,666.4
dress ruched multicolor high-neck,91307008_0,8,73,180,198.08,198.08,198.08
dress ruched multicolor pink,90902763_0,15,49,93,179.12,335.85,335.85
dress ruched off-the-shoulder stretch-jersey,91349736_0,18,49,80,307.84,426.24,426.24
dress ruched one-shoulder blue,52538546_0,17,23,96,335.92,335.92,335.92
dress ruched panel maxi,90879743_0,21,27,131,297.35,297.35,328.65
dress ruched purple sheath,91311217_0,9,78,97,121.2,181.8,181.8
dress ruched satin green,90875945_0,13,40,62,160.0,160.0,208.0
dress ruched sheath black,88258192_0,20,63,65,195.84,489.6,489.6
dress ruched sheath blue,90982507_0,8,23,56,150.8,150.8,150.8
dress ruched sheath purple,91311217_0,23,47,68,202.0,202.0,464.6
dress ruched slinky black,89620662_0,89,53,62,909.0,909.0,1618.02
dress ruched slinky gray,91279639_0,19,47,184,321.29,321.29,321.29
dress ruffle asymmetrical red,89507912_0,6,67,121,96.84,145.26,145.26
dress ruffle beige,89208970_0,11,20,65,205.83,205.83,251.57
dress ruffle black detail,91431745_0,16,67,125,91.9,294.08,294.08
dress ruffle black sleeve,91384114_0,16,62,106,252.32,252.32,252.32
dress ruffle black trim,91333518_0,10,76,133,164.71,235.3,235.3
dress ruffle blue,91303349_0,52,184,278,506.0,575.0,1196.0
dress ruffle blue split,91164913_0,22,25,64,185.44,509.96,509.96
dress ruffle blue v-neck,74125944_0,31,48,138,526.69,526.69,526.69
dress ruffle detail orange,91371441_0,91,156,187,1642.9,2135.77,2135.77
dress ruffle detail pink,89253142_0,8,69,70,128.82,128.82,171.76
dress ruffle feather black,90607122_0,29,47,91,37.0,74.0,536.5
dress ruffle gray lace,91283470_0,43,94,161,426.75,426.75,734.01
dress ruffle maxi multicolor,91198512_0,37,65,102,738.52,738.52,738.52
dress ruffle maxi pink,90386124_0,9,63,87,160.56,180.63,180.63
dress ruffle multicolor lace,91298609_0,9,93,124,36.24,163.08,163.08
dress ruffle multicolor neck,91436396_0,13,78,98,120.84,120.84,261.82
dress ruffle neck multicolor,91436396_0,40,111,200,463.22,463.22,805.6
dress ruffle orange detail,91371441_0,80,98,128,586.75,586.75,1877.6
dress ruffle paisley print,90724146_0,8,32,104,21.81,174.48,174.48
dress ruffle pink layer,91309114_1,48,111,174,448.0,609.28,860.16
dress ruffle pink shoulder,89236828_0,10,76,108,189.04,236.3,236.3
dress ruffle pretty maxi,90386124_0,37,51,56,160.56,742.59,742.59
dress ruffle purple crepe,91418853_0,18,23,197,247.78,247.78,343.08
dress ruffle red jersey,90811287_0,13,66,144,34.5,224.25,224.25
dress ruffle shoulder blue,90902988_0,19,138,200,374.85,374.85,418.95
dress ruffle shoulder white,76154367_0,30,62,62,141.12,705.6,705.6
dress ruffle sleeve shift,90993704_0,11,45,169,79.28,79.28,218.02
dress ruffle sleeved natural,91354086_0,21,63,85,320.79,320.79,396.27
dress ruffle tiered bardot,91138632_0,66,61,159,984.27,984.27,1510.74
dress ruffle trim blue,91082808_0,22,33,60,227.63,227.63,385.22
dress ruffle white,90243730_0,30,172,240,302.85,585.51,605.7
dress ruffle white back,90221961_0,26,34,56,247.5,247.5,429.0
dress ruffle white shoulder,76154367_0,21,107,152,94.08,493.92,493.92
dress ruffle white stripe,90864594_0,35,92,120,176.4,771.75,771.75
dress ruffle white women's,91279932_0,96,143,149,1547.28,2063.04,2063.04
dress ruffle women's white,91279932_0,37,95,243,580.23,795.13,795.13
dress ruffled black mini,89327152_0,40,162,175,530.7,530.7,707.6
dress ruffled black sleeveless,88470217_0,19,61,120,38.58,366.51,366.51
dress ruffled printed maxi,91272639_0,96,160,170,684.32,2126.28,2346.24
dress ruffled red cap-sleeve,91024488_0,10,44,72,203.9,203.9,203.9
dress ruffled solid gray,91406637_0,65,107,135,1239.38,1299.35,1299.35
dress ruffles black cocktail,63730619_0,17,46,55,0.0,264.86,264.86
dress ruffles cocktail black,63730619_0,25,33,54,155.8,155.8,389.5
dress ruffles purple,91366545_0,83,204,367,882.74,1533.18,1928.09
dress runway blue,91192831_0,9,64,65,112.74,169.11,169.11
dress runway multicolor,91212488_0,97,187,252,1155.84,1372.56,1751.82
dress runway multicolor,91212992_0,60,269,475,592.41,850.64,911.4
dress sage mini seamed,90982337_0,30,78,112,430.35,430.35,679.5
dress salon midi multicolor,89928503_0,9,40,136,216.36,216.36,216.36
dress salon pink aline,89929640_0,34,123,128,521.22,521.22,521.22
dress samantha eyelet black,89688491_0,14,35,105,81.15,81.15,227.22
dress sara multicolor midi,91365710_0,14,105,122,106.45,298.06,298.06
dress sarai essentials red,89810792_0,109,81,158,1505.0,1505.0,2343.5
dress sarai pink essentials,89783848_1,10,25,131,0.0,159.66,177.4
dress sarai signature blue,90910041_0,68,125,154,1020.25,1020.25,1261.4
dress saskia belted fit,90828818_0,25,58,166,270.49,614.75,614.75
dress sateen floral a-line,89487507_0,13,98,104,87.04,282.88,282.88
dress satin black,70694487_0,9,57,115,198.18,198.18,198.18
dress satin black,90914444_0,21,101,164,125.76,251.52,330.12
dress satin black,90992766_1,24,66,139,331.94,331.94,569.04
dress satin black mini,91248085_0,46,74,150,874.0,874.0,874.0
dress satin black wool,90984854_0,45,97,172,276.15,828.45,828.45
dress satin blue,91405394_0,19,75,107,394.08,394.08,467.97
dress satin blue shirt,90770640_0,50,187,193,685.52,685.52,836.0
dress satin bow back,91344852_0,16,71,108,39.08,312.64,312.64
dress satin mini black,90734278_0,43,65,114,870.24,870.24,1011.36
dress satin multicolor one-shoulder,90964216_1,25,26,163,498.75,593.75,593.75
dress satin shirt touch,90258654_0,19,51,139,149.76,355.68,355.68
dress satin slip midi,90708926_0,11,35,72,183.59,183.59,183.59
dress satin teal draped,91284230_0,26,55,148,222.75,465.75,526.5
dress satin velvet double,91147188_0,24,91,96,47.25,378.0,378.0
dress satin women's gray,91293710_0,32,95,139,557.82,661.12,661.12
dress satin-trimmed asymmetric blue,91416069_0,48,94,145,807.88,1020.48,1020.48
dress satin-trimmed blue asymmetric,91416069_0,65,148,150,680.32,1381.9,1381.9
dress savannah floral shirt,89621428_0,27,73,128,22.31,602.37,602.37
dress savannah length full,90811669_0,32,52,163,74.2,537.95,593.6
dress savannah multicolor,90162474_0,47,59,99,679.35,679.35,912.27
dress savannah neck plunge,89624509_0,14,35,110,153.84,153.84,269.22
dress scallop blue,83430077_0,77,95,185,983.2,983.2,1892.66
dress scallop bodycon choker,91186772_0,22,94,129,62.64,62.64,344.52
dress scallop bodycon multicolor,91186772_0,16,172,172,62.64,62.64,250.56
dress scallop hem collar,91323014_0,32,37,56,259.52,259.52,519.04
dress scalloped shift trim,90577081_0,55,79,185,861.78,894.3,894.3
dress scalloped white mini,88956076_3,21,51,63,67.0,351.75,351.75
dress scarf black lace,91359763_0,19,27,137,97.7,97.7,371.26
dress scarf ombre blue,90901480_0,14,73,160,241.92,282.24,282.24
dress scarlet a-line pink,83336065_0,78,139,142,910.94,1526.44,1920.36
dress scarlet pink lace,83336065_0,9,26,55,24.62,196.96,221.58
dress scarlett black chloe,91336902_0,15,36,175,69.81,349.05,349.05
dress scarlett white,88677838_0,85,100,286,1297.44,1297.44,2080.8
dress scoop red neck,89451781_0,39,46,71,137.7,596.7,596.7
dress scoop tank neck,91258089_0,26,52,71,331.2,507.84,574.08
dress scuba blue lace,88705132_0,19,32,87,175.86,195.4,371.26
dress scuba blue sleeveless,90177522_0,25,118,278,446.0,446.0,446.0
dress scuba crepe print,91417180_0,45,155,200,972.9,972.9,972.9
dress scuba floral-print multicolor,91222308_0,20,130,140,222.12,296.16,370.2
dress scuba print floral,89455174_0,42,65,137,187.36,304.46,983.64
dress scuba red,89449297_0,32,54,69,454.67,765.76,765.76
dress scuba strapless green,91017125_0,31,33,142,282.88,282.88,515.84
dress scuba v-neck floral,89685357_0,23,163,181,347.3,347.3,347.3
dress seamed a-line asymmetrical,90428716_0,10,90,183,23.45,93.8,234.5
dress seamed a-line purple,90126626_0,76,66,72,952.65,952.65,1608.92
dress seamed black ponte,91328449_0,18,125,154,398.7,398.7,398.7
dress seamed blue colorblock,89933268_0,48,76,109,1118.4,1118.4,1118.4
dress seamed blue print,89875962_0,28,47,107,549.64,549.64,549.64
dress seamed flare black,91329574_0,58,95,128,718.92,978.53,1158.26
dress seamed lace sage,90982337_0,27,56,56,135.9,135.9,611.55
dress seamed tall black,91326895_0,38,26,169,442.75,442.75,731.5
dress seamed yellow asymmetrical,90428716_0,24,53,63,469.0,469.0,562.8
dress selena blue jersey,91420291_0,64,123,194,1528.96,1528.96,1528.96
dress self-tie blouson multicolor,91075773_0,22,31,116,384.4,422.84,422.84
dress self-tie chiffon red,89794373_0,9,29,51,155.33,199.71,199.71
dress self-tie wrap chiffon,89794373_0,10,80,97,44.38,110.95,221.9
dress sequin blue,77491819_1,5,59,107,69.66,116.1,116.1
dress sequin blue long-sleeve,89544785_0,52,121,177,325.76,325.76,1058.72
dress sequin blue neck,89688832_0,63,119,175,747.34,1094.94,1094.94
dress sequin cocktail one-shoulder,90709337_0,24,73,77,0.0,267.24,377.28
dress sequin lace black,74212876_0,8,152,194,48.34,145.02,193.36
dress sequin lace grace,71334855_0,70,104,176,1135.82,1303.4,1303.4
dress sequin lace pink,89456260_0,12,87,112,61.2,76.5,183.6
dress sequin length multicolor,90811136_0,60,83,94,761.04,1087.2,1087.2
dress sequin lola body-con,72360618_0,40,157,158,53.13,708.4,708.4
dress sequin metallic,91161212_0,43,77,235,329.84,746.48,746.48
dress sequin midi metallic,91065427_0,14,42,90,81.4,227.92,227.92
dress sequin multicolor,91353421_0,161,230,348,1297.29,2516.43,2516.43
dress sequin sheath embellished,91266942_0,12,74,156,94.4,94.4,226.56
dress sequin shift sleeve,89466912_0,16,21,143,192.24,192.24,256.32
dress sequin shift sleeve,90237338_0,14,37,55,182.6,232.4,232.4
dress sequin shift strapless,91117447_0,18,41,65,36.64,329.76,329.76
dress sequin strappy large,89665516_0,38,138,152,210.28,570.76,570.76
dress sequin-embellished tulle multicolor,90725484_0,22,62,180,21.53,473.66,473.66
dress sequined chiffon contrast,90889135_0,77,104,126,672.29,1380.92,1399.09
dress sequined contemporary cutout,72450832_0,6,102,178,90.08,135.12,135.12
dress sequined fringe beige,65738153_0,55,126,195,390.31,933.35,933.35
dress sequined lace beige,89488590_0,21,30,59,0.0,384.72,384.72
dress sequined lace black,70606050_0,35,141,198,544.86,544.86,706.3
dress sequined lace natural,90989324_0,11,42,90,53.7,196.9,196.9
dress sequined metallic tulle,91261519_0,107,179,196,2139.84,2385.03,2385.03
dress sequined sheath fringe,65738153_0,9,94,126,118.79,118.79,152.73
dress sequined silver,89029254_0,17,58,116,280.93,367.37,367.37
dress serena shift blue,91313797_0,4,40,56,51.96,69.28,69.28
dress shantung sheath blue,89670779_0,61,102,196,1059.57,1059.57,1059.57
dress shawl red rayon,90824057_0,13,21,109,72.0,120.0,312.0
dress sheath 3/4 blue,89940603_0,41,66,89,902.0,902.0,902.0
dress sheath 3/4-sleeve red,90964233_0,8,29,62,190.64,190.64,190.64
dress sheath amelie purple,89057720_0,28,142,145,537.32,537.32,537.32
dress sheath asl multicolor,90918182_0,11,21,167,158.4,217.8,217.8
dress sheath beige,81284591_0,58,107,154,292.88,564.84,1213.36
dress sheath belted blue,90892092_0,121,149,186,980.27,980.27,1944.47
